sub,fb_condition,efficacy,rt,cor
14,negativefb,eff,820,1
14,negativefb,eff,753,0
14,negativefb,noneff,1104,0
14,negativefb,noneff,770,0
14,negativefb,noneff,869,1
14,negativefb,eff,854,0
14,negativefb,noneff,987,1
14,negativefb,noneff,820,1
14,negativefb,noneff,804,0
14,negativefb,noneff,837,1
14,negativefb,noneff,987,1
14,negativefb,noneff,937,1
14,negativefb,eff,803,0
14,negativefb,eff,954,1
14,negativefb,eff,786,1
14,negativefb,eff,886,1
14,negativefb,noneff,1020,1
14,negativefb,noneff,1204,1
14,negativefb,eff,1020,1
14,negativefb,noneff,753,1
14,negativefb,eff,820,1
14,negativefb,eff,820,1
14,negativefb,noneff,853,1
14,negativefb,noneff,753,1
14,negativefb,noneff,870,1
14,negativefb,eff,720,1
14,negativefb,eff,953,0
14,negativefb,eff,987,1
14,negativefb,noneff,1238,0
14,negativefb,eff,903,1
14,negativefb,eff,966,1
14,negativefb,noneff,687,1
14,negativefb,eff,603,1
14,negativefb,eff,870,1
14,negativefb,noneff,636,1
14,negativefb,noneff,836,1
14,negativefb,noneff,703,1
14,negativefb,noneff,1087,0
14,negativefb,noneff,803,0
14,negativefb,noneff,720,0
14,negativefb,eff,820,1
14,negativefb,noneff,820,1
14,negativefb,noneff,687,0
14,negativefb,noneff,836,1
14,negativefb,noneff,820,1
14,negativefb,eff,586,1
14,negativefb,eff,737,0
14,negativefb,noneff,770,1
14,negativefb,noneff,770,1
14,negativefb,noneff,653,1
14,negativefb,noneff,687,1
14,negativefb,eff,953,1
14,negativefb,eff,703,1
14,negativefb,eff,753,1
14,negativefb,eff,586,1
14,negativefb,eff,820,1
14,negativefb,noneff,787,1
14,negativefb,eff,720,1
14,negativefb,noneff,687,1
14,negativefb,eff,670,0
14,negativefb,noneff,853,1
14,negativefb,noneff,837,1
14,negativefb,noneff,703,1
14,negativefb,noneff,620,0
14,negativefb,eff,1471,1
14,negativefb,noneff,653,0
14,negativefb,eff,820,1
14,negativefb,eff,887,1
14,negativefb,eff,703,1
14,negativefb,eff,770,1
14,negativefb,eff,954,1
14,negativefb,eff,887,1
14,negativefb,eff,804,0
14,negativefb,noneff,670,1
14,negativefb,eff,887,1
14,negativefb,noneff,720,1
14,negativefb,noneff,569,1
14,negativefb,eff,753,1
14,negativefb,eff,1304,0
14,negativefb,noneff,687,1
14,positivefb,eff,636,1
14,positivefb,eff,669,1
14,positivefb,noneff,686,1
14,positivefb,eff,670,1
14,positivefb,eff,653,1
14,positivefb,noneff,653,1
14,positivefb,noneff,570,1
14,positivefb,eff,620,1
14,positivefb,noneff,603,1
14,positivefb,eff,803,1
14,positivefb,noneff,536,0
14,positivefb,noneff,653,1
14,positivefb,eff,720,1
14,positivefb,eff,970,1
14,positivefb,noneff,770,1
14,positivefb,noneff,970,1
14,positivefb,eff,803,1
14,positivefb,eff,703,1
14,positivefb,noneff,636,1
14,positivefb,noneff,586,1
14,positivefb,eff,670,1
14,positivefb,noneff,586,1
14,positivefb,noneff,619,1
14,positivefb,noneff,703,0
14,positivefb,noneff,720,0
14,positivefb,noneff,754,1
14,positivefb,eff,687,1
14,positivefb,eff,570,1
14,positivefb,noneff,720,1
14,positivefb,eff,652,1
14,positivefb,noneff,653,0
14,positivefb,eff,703,1
14,positivefb,eff,686,1
14,positivefb,eff,620,1
14,positivefb,eff,553,1
14,positivefb,eff,536,1
14,positivefb,noneff,1471,1
14,positivefb,eff,804,0
14,positivefb,eff,787,1
14,positivefb,noneff,569,1
14,positivefb,eff,620,1
14,positivefb,noneff,736,1
14,positivefb,noneff,1605,0
14,positivefb,noneff,603,1
14,positivefb,eff,953,1
14,positivefb,eff,703,1
14,positivefb,eff,570,1
14,positivefb,noneff,603,1
14,positivefb,noneff,586,1
14,positivefb,noneff,503,1
14,positivefb,eff,551,1
14,positivefb,eff,619,1
14,positivefb,eff,670,1
14,positivefb,noneff,737,1
14,positivefb,noneff,519,1
14,positivefb,eff,570,1
14,positivefb,noneff,920,1
14,positivefb,noneff,586,0
14,positivefb,noneff,954,1
14,positivefb,noneff,519,0
14,positivefb,noneff,553,1
14,positivefb,eff,653,1
14,positivefb,noneff,453,1
14,positivefb,noneff,469,1
14,positivefb,noneff,603,1
14,positivefb,eff,586,0
14,positivefb,noneff,603,0
14,positivefb,eff,603,1
14,positivefb,noneff,569,1
14,positivefb,eff,570,0
14,positivefb,eff,586,1
14,positivefb,noneff,569,1
14,positivefb,noneff,603,1
14,positivefb,noneff,519,1
14,positivefb,noneff,552,1
14,positivefb,eff,519,1
14,positivefb,eff,503,1
14,positivefb,noneff,1037,0
14,positivefb,noneff,586,1
14,positivefb,noneff,537,0
14,positivefb,eff,469,1
14,positivefb,eff,702,1
14,positivefb,noneff,636,1
14,positivefb,noneff,703,1
14,positivefb,eff,770,0
14,positivefb,eff,553,1
14,positivefb,eff,970,0
14,positivefb,eff,586,0
14,positivefb,noneff,854,0
14,positivefb,eff,770,1
14,positivefb,noneff,569,1
14,positivefb,eff,1054,1
14,positivefb,noneff,637,1
14,positivefb,eff,787,1
14,positivefb,eff,620,1
14,positivefb,noneff,619,1
14,positivefb,eff,653,1
14,positivefb,noneff,520,1
14,positivefb,eff,519,1
14,positivefb,eff,887,0
14,positivefb,eff,801,1
14,positivefb,eff,703,1
14,positivefb,noneff,836,1
14,positivefb,noneff,569,1
14,positivefb,noneff,569,0
14,positivefb,noneff,586,1
14,positivefb,eff,653,1
14,positivefb,eff,635,1
14,positivefb,eff,686,1
14,positivefb,eff,636,1
14,positivefb,eff,620,1
14,positivefb,noneff,1304,1
14,positivefb,noneff,519,1
14,positivefb,eff,603,1
14,positivefb,eff,787,1
14,positivefb,noneff,586,1
14,positivefb,eff,603,1
14,positivefb,noneff,586,1
14,positivefb,noneff,703,0
14,positivefb,noneff,603,1
14,positivefb,noneff,703,1
14,positivefb,eff,603,1
14,positivefb,eff,3059,1
14,positivefb,eff,620,1
14,positivefb,noneff,820,1
14,positivefb,eff,570,1
14,positivefb,eff,736,0
14,positivefb,noneff,486,1
14,positivefb,eff,536,1
14,positivefb,noneff,586,0
14,positivefb,eff,870,1
14,positivefb,eff,620,1
14,positivefb,eff,703,0
14,positivefb,noneff,570,1
14,positivefb,noneff,619,1
14,positivefb,eff,586,1
14,positivefb,noneff,586,1
14,positivefb,eff,502,1
14,positivefb,noneff,820,1
14,positivefb,noneff,670,1
14,positivefb,eff,703,0
14,positivefb,noneff,486,1
14,positivefb,eff,736,0
14,positivefb,eff,636,1
14,positivefb,noneff,653,1
14,positivefb,noneff,553,1
14,positivefb,noneff,620,0
14,positivefb,eff,720,1
14,positivefb,noneff,553,1
14,positivefb,eff,503,1
15,negativefb,eff,1121,1
15,negativefb,eff,753,1
15,negativefb,noneff,920,1
15,negativefb,noneff,1037,1
15,negativefb,noneff,787,1
15,negativefb,noneff,786,1
15,negativefb,noneff,687,1
15,negativefb,eff,1120,1
15,negativefb,noneff,937,1
15,negativefb,noneff,886,0
15,negativefb,noneff,553,1
15,negativefb,eff,820,0
15,negativefb,noneff,620,1
15,negativefb,eff,769,0
15,negativefb,noneff,570,1
15,negativefb,noneff,719,0
15,negativefb,eff,720,1
15,negativefb,noneff,703,0
15,negativefb,eff,703,1
15,negativefb,eff,770,0
15,negativefb,eff,586,1
15,negativefb,eff,569,1
15,negativefb,noneff,870,0
15,negativefb,noneff,653,1
15,negativefb,eff,603,1
15,negativefb,eff,1054,1
15,negativefb,noneff,903,1
15,negativefb,noneff,753,0
15,negativefb,noneff,887,1
15,negativefb,eff,820,1
15,negativefb,eff,653,0
15,negativefb,eff,804,0
15,negativefb,noneff,669,0
15,negativefb,noneff,603,0
15,negativefb,eff,687,1
15,negativefb,noneff,653,1
15,negativefb,eff,753,1
15,negativefb,eff,486,1
15,negativefb,noneff,837,1
15,negativefb,eff,703,1
15,negativefb,noneff,720,1
15,negativefb,eff,853,0
15,negativefb,noneff,769,1
15,negativefb,eff,570,1
15,negativefb,noneff,620,1
15,negativefb,eff,753,1
15,negativefb,eff,737,0
15,negativefb,noneff,703,1
15,negativefb,noneff,1505,1
15,negativefb,eff,486,1
15,negativefb,noneff,523,1
15,negativefb,eff,569,1
15,negativefb,eff,836,0
15,negativefb,eff,519,1
15,negativefb,eff,453,1
15,negativefb,eff,603,0
15,negativefb,eff,703,1
15,negativefb,eff,536,1
15,negativefb,noneff,1004,1
15,negativefb,noneff,753,1
15,negativefb,noneff,803,1
15,negativefb,noneff,787,0
15,negativefb,eff,920,0
15,negativefb,noneff,486,0
15,negativefb,noneff,703,1
15,negativefb,noneff,570,1
15,negativefb,eff,436,1
15,negativefb,noneff,903,1
15,negativefb,eff,570,1
15,negativefb,eff,669,1
15,negativefb,eff,570,1
15,negativefb,noneff,586,1
15,negativefb,eff,603,1
15,negativefb,noneff,586,1
15,negativefb,noneff,720,1
15,negativefb,eff,703,1
15,negativefb,noneff,669,0
15,negativefb,noneff,770,0
15,negativefb,eff,670,1
15,negativefb,eff,619,1
15,negativefb,noneff,1288,0
15,negativefb,noneff,720,1
15,negativefb,eff,586,1
15,negativefb,eff,603,1
15,negativefb,noneff,954,1
15,negativefb,eff,620,0
15,negativefb,noneff,553,1
15,negativefb,noneff,620,1
15,negativefb,noneff,736,1
15,negativefb,eff,569,1
15,negativefb,eff,670,1
15,negativefb,eff,636,1
15,negativefb,eff,653,1
15,negativefb,noneff,586,0
15,negativefb,noneff,703,1
15,negativefb,noneff,653,1
